codigo,descripcion,seccion,seccion_nombre,division,grupo
4792,Comercio al por menor realizado a través de casas de venta o por correo,G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,479
4799,"Otros tipos de comercio al por menor no realizado en establecimientos, puestos de venta o mercados.",G,Comercio al por mayor y al por menor; reparación de vehículos automotores y motocicletas,47,479
4911,Transporte férreo de pasajeros,H,Transporte y almacenamiento,49,491
4912,Transporte férreo de carga,H,Transporte y almacenamiento,49,491
4921,Transporte de pasajeros,H,Transporte y almacenamiento,49,492
4922,Transporte mixto,H,Transporte y almacenamiento,49,492
4923,Transporte de carga por carretera,H,Transporte y almacenamiento,49,492
4930,Transporte por tuberías,H,Transporte y almacenamiento,49,493
5011,Transporte de pasajeros marítimo y de cabotaje,H,Transporte y almacenamiento,50,501
5012,Transporte de carga marítimo y de cabotaje,H,Transporte y almacenamiento,50,501
5021,Transporte fluvial de pasajeros,H,Transporte y almacenamiento,50,502
5022,Transporte fluvial de carga,H,Transporte y almacenamiento,50,502
5111,Transporte aéreo nacional de pasajeros,H,Transporte y almacenamiento,51,511
5112,Transporte aéreo internacional de pasajeros,H,Transporte y almacenamiento,51,511
5121,Transporte aéreo nacional de carga,H,Transporte y almacenamiento,51,512
5122,Transporte aéreo internacional de carga,H,Transporte y almacenamiento,51,512
5210,Almacenamiento y depósito,H,Transporte y almacenamiento,52,521
5221,"Actividades de estaciones, vías y servicios complementarios para el transporte terrestre",H,Transporte y almacenamiento,52,522
5222,Actividades de puertos y servicios complementarios para el transporte acuático,H,Transporte y almacenamiento,52,522
5223,"Actividades de aeropuertos, servicios de navegación aérea y demás actividades conexas al transporte aéreo",H,Transporte y almacenamiento,52,522
5224,Manipulación de carga,H,Transporte y almacenamiento,52,522
5229,Otras actividades complementarias al transporte,H,Transporte y almacenamiento,52,522
5310,Actividades postales nacionales,H,Transporte y almacenamiento,53,531
5320,Actividades de mensajería,H,Transporte y almacenamiento,53,532
5511,Alojamiento en hoteles,I,Alojamiento y servicios de comida,55,551
5512,Alojamiento en apartahoteles,I,Alojamiento y servicios de comida,55,551
5513,Alojamiento en centros vacacionales,I,Alojamiento y servicios de comida,55,551
5514,Alojamiento rural,I,Alojamiento y servicios de comida,55,551
5519,Otros tipos de alojamientos para visitantes,I,Alojamiento y servicios de comida,55,551
5520,Actividades de zonas de camping y parques para vehículos recreacionales,I,Alojamiento y servicios de comida,55,552
5530,Servicio de estancia por horas,I,Alojamiento y servicios de comida,55,553
5590,Otros tipos de alojamiento n.c.p.,I,Alojamiento y servicios de comida,55,559
5611,Expendio a la mesa de comidas preparadas,I,Alojamiento y servicios de comida,56,561
5612,Expendio por autoservicio de comidas preparadas,I,Alojamiento y servicios de comida,56,561
5613,Expendio de comidas preparadas en cafeterías,I,Alojamiento y servicios de comida,56,561
5619,Otros tipos de expendio de comidas preparadas n.c.p.,I,Alojamiento y servicios de comida,56,561
5621,Catering para eventos,I,Alojamiento y servicios de comida,56,562
5629,Actividades de otros servicios de comidas,I,Alojamiento y servicios de comida,56,562
5630,Expendio de bebidas alcohólicas para el consumo dentro del establecimiento,I,Alojamiento y servicios de comida,56,563
5811,Edición de libros,J,Información y comunicaciones,58,581
5812,Edición de directorios y listas de correo,J,Información y comunicaciones,58,581
5813,"Edición de periódicos, revistas y otras publicaciones periódicas",J,Información y comunicaciones,58,581
5819,Otros trabajos de edición,J,Información y comunicaciones,58,581
5820,Edición de programas de informática (software),J,Información y comunicaciones,58,582
5911,"Actividades de producción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",J,Información y comunicaciones,59,591
5912,"Actividades de postproducción de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",J,Información y comunicaciones,59,591
5913,"Actividades de distribución de películas cinematográficas, videos, programas, anuncios y comerciales de televisión",J,Información y comunicaciones,59,591
5914,Actividades de exhibición de películas cinematográficas y videos,J,Información y comunicaciones,59,591
5920,Actividades de grabación de sonido y edición de música,J,Información y comunicaciones,59,592
6010,Actividades de programación y transmisión en el servicio de radiodifusión sonora,J,Información y comunicaciones,60,601
6020,Actividades de programación y transmisión de televisión,J,Información y comunicaciones,60,602
6110,Actividades de telecomunicaciones alámbricas,J,Información y comunicaciones,61,611
6120,Actividades de telecomunicaciones inalámbricas,J,Información y comunicaciones,61,612
6130,Actividades de telecomunicación satelital,J,Información y comunicaciones,61,613
6190,Otras actividades de telecomunicaciones,J,Información y comunicaciones,61,619
6201,"Actividades de desarrollo de sistemas informáticos (planificación, análisis, diseño, programación, pruebas)",J,Información y comunicaciones,62,620
6202,Actividades de consultoría informática y actividades de administración de instalaciones informáticas,J,Información y comunicaciones,62,620
6209,Otras actividades de tecnologías de información y actividades de servicios informáticos,J,Información y comunicaciones,62,620
6311,"Procesamiento de datos, alojamiento (hosting) y actividades relacionadas",J,Información y comunicaciones,63,631
6312,Portales web,J,Información y comunicaciones,63,631
6391,Actividades de agencias de noticias,J,Información y comunicaciones,63,639
6399,Otras actividades de servicio de información n.c.p.,J,Información y comunicaciones,63,639
6411,Banco Central,K,Actividades financieras y de seguros,64,641
6412,Bancos comerciales,K,Actividades financieras y de seguros,64,641
6421,Actividades de las corporaciones financieras,K,Actividades financieras y de seguros,64,642
6422,Actividades de las compañías de financiamiento,K,Actividades financieras y de seguros,64,642
6423,Banca de segundo piso,K,Actividades financieras y de seguros,64,642
6424,Actividades de las cooperativas financieras,K,Actividades financieras y de seguros,64,642
6431,"Fideicomisos, fondos y entidades financieras similares",K,Actividades financieras y de seguros,64,643
6432,Fondos de cesantías,K,Actividades financieras y de seguros,64,643
6491,Leasing financiero (arrendamiento financiero),K,Actividades financieras y de seguros,64,649
6492,Actividades financieras de fondos de empleados y otras formas asociativas del sector solidario,K,Actividades financieras y de seguros,64,649
6493,Actividades de compra de cartera o factoring,K,Actividades financieras y de seguros,64,649
6494,Otras actividades de distribución de fondos,K,Actividades financieras y de seguros,64,649
6495,Instituciones especiales oficiales,K,Actividades financieras y de seguros,64,649
6496,Capitalización,K,Actividades financieras y de seguros,64,649
6499,"Otras actividades de servicio financiero, excepto las de seguros y pensiones n.c.p.",K,Actividades financieras y de seguros,64,649
6511,Seguros generales,K,Actividades financieras y de seguros,65,651
6512,Seguros de vida,K,Actividades financieras y de seguros,65,651
6513,Reaseguros,K,Actividades financieras y de seguros,65,651
6515,Seguros de salud,K,Actividades financieras y de seguros,65,651
6521,Servicios de seguros sociales de salud,K,Actividades financieras y de seguros,65,652
6522,Servicios de seguros sociales en riesgos laborales,K,Actividades financieras y de seguros,65,652
6523,Servicios de seguros sociales en riesgos familia,K,Actividades financieras y de seguros,65,652
6531,Régimen de prima media con prestación definida (RPM),K,Actividades financieras y de seguros,65,653
6532,Régimen de ahorro individual con solidaridad (RAIS),K,Actividades financieras y de seguros,65,653
6611,Administración de mercados financieros,K,Actividades financieras y de seguros,66,661
6612,Corretaje de valores y de contratos de productos básicos,K,Actividades financieras y de seguros,66,661
6613,Otras actividades relacionadas con el mercado de valores,K,Actividades financieras y de seguros,66,661
6614,Actividades de las sociedades de intermediación cambiaria y de servicios financieros especiales,K,Actividades financieras y de seguros,66,661
6615,Actividades de los profesionales de compra y venta de divisas,K,Actividades financieras y de seguros,66,661
6619,Otras actividades auxiliares de las actividades de servicios financieros n.c.p.,K,Actividades financieras y de seguros,66,661
6621,Actividades de agentes y corredores de seguros,K,Actividades financieras y de seguros,66,662
6629,"Evaluación de riesgos y daños, y otras actividades de servicios auxiliares",K,Actividades financieras y de seguros,66,662
6630,Actividades de administración de fondos,K,Actividades financieras y de seguros,66,663
6810,Actividades inmobiliarias realizadas con bienes propios o arrendados,L,Actividades inmobiliarias,68,681
6820,Actividades inmobiliarias realizadas a cambio de una retribución o por contrata,L,Actividades inmobiliarias,68,682
6910,Actividades jurídicas,M,"Actividades profesionales, científicas y técnicas",69,691
6920,"Actividades de contabilidad, teneduría de libros, auditoría financiera y asesoría tributaria",M,"Actividades profesionales, científicas y técnicas",69,692
7010,Actividades de administración empresarial,M,"Actividades profesionales, científicas y técnicas",70,701
7020,Actividades de consultaría de gestión,M,"Actividades profesionales, científicas y técnicas",70,702
7111,Actividades de arquitectura,M,"Actividades profesionales, científicas y técnicas",71,711
7112,Actividades de ingeniería y otras actividades conexas de consultoría técnica,M,"Actividades profesionales, científicas y técnicas",71,711
7120,Ensayos y análisis técnicos,M,"Actividades profesionales, científicas y técnicas",71,712
7210,Investigaciones y desarrollo experimental en el campo de las ciencias naturales y la ingeniería,M,"Actividades profesionales, científicas y técnicas",72,721
7220,Investigaciones y desarrollo experimental en el campo de las ciencias sociales y las humanidades,M,"Actividades profesionales, científicas y técnicas",72,722
7310,Publicidad,M,"Actividades profesionales, científicas y técnicas",73,731
7320,Estudios de mercado y realización de encuestas de opinión pública,M,"Actividades profesionales, científicas y técnicas",73,732
7410,Actividades especializadas de diseño,M,"Actividades profesionales, científicas y técnicas",74,741
7420,Actividades de fotografía,M,"Actividades profesionales, científicas y técnicas",74,742
7490,"Otras actividades profesionales, científicas y técnicas n.c.p.",M,"Actividades profesionales, científicas y técnicas",74,749
7500,Actividades veterinarias,M,"Actividades profesionales, científicas y técnicas",75,750
7710,Alquiler y arrendamiento de vehículos automotores,N,Actividades de servicios administrativos y de apoyo,77,771
7721,Alquiler y arrendamiento de equipo recreativo y deportivo,N,Actividades de servicios administrativos y de apoyo,77,772
7722,Alquiler de videos y discos,N,Actividades de servicios administrativos y de apoyo,77,772
7729,Alquiler y arrendamiento de otros efectos personales y enseres domésticos n.c.p.,N,Actividades de servicios administrativos y de apoyo,77,772
7730,"Alquiler y arrendamiento de otros tipos de maquinaria, equipo y bienes tangibles n.c.p.",N,Actividades de servicios administrativos y de apoyo,77,773
7740,"Arrendamiento de propiedad intelectual y productos similares, excepto obras protegidas por derechos de autor",N,Actividades de servicios administrativos y de apoyo,77,774
7810,Actividades de agencias de gestión y colocación de empleo,N,Actividades de servicios administrativos y de apoyo,78,781
7820,Actividades de empresas de servicios temporales,N,Actividades de servicios administrativos y de apoyo,78,782
7830,Otras actividades de provisión de talento humano,N,Actividades de servicios administrativos y de apoyo,78,783
7911,Actividades de las agencias de viaje,N,Actividades de servicios administrativos y de apoyo,79,791
7912,Actividades de operadores turísticos,N,Actividades de servicios administrativos y de apoyo,79,791
7990,Otros servicios de reserva y actividades relacionadas,N,Actividades de servicios administrativos y de apoyo,79,799
8010,Actividades de seguridad privada,N,Actividades de servicios administrativos y de apoyo,80,801
8020,Actividades de servicios de sistemas de seguridad,N,Actividades de servicios administrativos y de apoyo,80,802
8030,Actividades de detectives e investigadores privados,N,Actividades de servicios administrativos y de apoyo,80,803
8110,Actividades combinadas de apoyo a instalaciones,N,Actividades de servicios administrativos y de apoyo,81,811
8121,Limpieza general interior de edificios,N,Actividades de servicios administrativos y de apoyo,81,812
8129,Otras actividades de limpieza de edificios e instalaciones industriales,N,Actividades de servicios administrativos y de apoyo,81,812
8130,Actividades de paisajismo y servicios de mantenimiento conexos,N,Actividades de servicios administrativos y de apoyo,81,813
8211,Actividades combinadas de servicios administrativos de oficina,N,Actividades de servicios administrativos y de apoyo,82,821
8219,"Fotocopiado, preparación de documentos y otras actividades especializadas de apoyo a oficina",N,Actividades de servicios administrativos y de apoyo,82,821
8220,Actividades de centros de llamadas (Call center),N,Actividades de servicios administrativos y de apoyo,82,822
8230,Organización de convenciones y eventos comerciales,N,Actividades de servicios administrativos y de apoyo,82,823
8291,Actividades de agencias de cobranza y oficinas de calificación crediticia,N,Actividades de servicios administrativos y de apoyo,82,829
8292,Actividades de envase y empaque,N,Actividades de servicios administrativos y de apoyo,82,829
8299,Otras actividades de servicio de apoyo a las empresas n.c.p.,N,Actividades de servicios administrativos y de apoyo,82,829
8411,Actividades legislativas de la administración pública,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,841
8412,Actividades ejecutivas de la administración pública,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,841
8413,"Regulación de las actividades de organismos que presta n servicios de salud, educativos, culturales y otros servicios sociales, excepto servicios de seguridad social",O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,841
8414,Actividades reguladoras y facilitadoras de la actividad económica,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,841
8415,Actividades de los órganos de control y otras instituciones,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,841
8421,Relaciones exteriores,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,842
8422,Actividades de defensa,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,842
8423,Orden público y actividades de seguridad,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,842
8424,Administración de justicia,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,842
8430,Actividades de planes de Seguridad Social de afiliación obligatoria,O,Administración pública y defensa; planes de seguridad social de afiliación obligatoria,84,843
8511,Educación de la primera infancia,P,Educación,85,851
8512,Educación preescolar,P,Educación,85,851
8513,Educación básica primaria,P,Educación,85,851
8521,Educación básica secundaria,P,Educación,85,852
8522,Educación media académica,P,Educación,85,852
8523,Educación media técnica,P,Educación,85,852
8530,Establecimientos que combinan diferentes niveles de educación,P,Educación,85,853
8541,Educación técnica profesional,P,Educación,85,854
8542,Educación tecnológica,P,Educación,85,854
8543,Educación de instituciones universitarias o de escuelas tecnológicas,P,Educación,85,854
8544,Educación de universidades,P,Educación,85,854
8551,Formación para el trabajo,P,Educación,85,855
8552,Enseñanza deportiva y recreativa,P,Educación,85,855
8553,Enseñanza cultural,P,Educación,85,855
8559,Otros tipos de educación n.c.p.,P,Educación,85,855
8560,Actividades de apoyo a la educación,P,Educación,85,856
8610,"Actividades de hospitales y clínicas, con internación",Q,Actividades de atención de la salud humana y de asistencia social,86,861
8621,"Actividades de la práctica médica, sin internación",Q,Actividades de atención de la salud humana y de asistencia social,86,862
8622,Actividades de la práctica odontológica,Q,Actividades de atención de la salud humana y de asistencia social,86,862
8691,Actividades de apoyo diagnóstico,Q,Actividades de atención de la salud humana y de asistencia social,86,869
8692,Actividades de apoyo terapéutico,Q,Actividades de atención de la salud humana y de asistencia social,86,869
8699,Otras actividades de atención de la salud humana,Q,Actividades de atención de la salud humana y de asistencia social,86,869
8710,Actividades de atención residencial medicalizada de tipo general,Q,Actividades de atención de la salud humana y de asistencia social,87,871
8720,"Actividades de atención residencial, para el cuidado de pacientes con retardo mental, enfermedad mental y consumo de sustancias psicoactivas",Q,Actividades de atención de la salud humana y de asistencia social,87,872
8730,Actividades de atención en instituciones para el cuidado de personas mayores y/o discapacitadas,Q,Actividades de atención de la salud humana y de asistencia social,87,873
8790,Otras actividades de atención en instituciones con alojamiento,Q,Actividades de atención de la salud humana y de asistencia social,87,879
8810,Actividades de asistencia social sin alojamiento para personas mayores y discapacitadas,Q,Actividades de atención de la salud humana y de asistencia social,88,881
8891,Actividades deguarderías para niños y niñas,Q,Actividades de atención de la salud humana y de asistencia social,88,889
8899,Otras actividades de asistencia social sin alojamiento n.c.p.,Q,Actividades de atención de la salud humana y de asistencia social,88,889
9001,Creación literaria,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9002,Creación musical,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9003,Creación teatral,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9004,Creación audiovisual,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9005,Artes plásticas y visuales,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9006,Actividades teatrales,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9007,Actividades de espectáculos musicales en vivo,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9008,Otras actividades de espectáculos en vivo n.c.p.,R,"Actividades artísticas, de entretenimiento y recreación",90,900
9101,Actividades de Bibliotecas y archivos,R,"Actividades artísticas, de entretenimiento y recreación",91,910
9102,"Actividades y funcionamiento de museos, conservación de edificios y sitios históricos",R,"Actividades artísticas, de entretenimiento y recreación",91,910
9103,"Actividades de jardines botánicos, zoológicos y reservas naturales",R,"Actividades artísticas, de entretenimiento y recreación",91,910
9200,Actividades de juegos de azar y apuestas,R,"Actividades artísticas, de entretenimiento y recreación",92,920
9311,Gestión de instalaciones deportivas,R,"Actividades artísticas, de entretenimiento y recreación",93,931
9312,Actividades de clubes deportivos,R,"Actividades artísticas, de entretenimiento y recreación",93,931
9319,Otras actividades deportivas,R,"Actividades artísticas, de entretenimiento y recreación",93,931
9321,Actividades de parques de atracciones y parques temáticos,R,"Actividades artísticas, de entretenimiento y recreación",93,932
9329,Otras actividades recreativas y de esparcimiento n.c.p.,R,"Actividades artísticas, de entretenimiento y recreación",93,932
9411,Actividades de asociaciones empresariales y de empleadores,S,Otras actividades de servicios,94,941
9412,Actividades de asociaciones profesionales,S,Otras actividades de servicios,94,941
9420,Actividades de sindicatos de empleados,S,Otras actividades de servicios,94,942
9491,Actividades de asociaciones religiosas,S,Otras actividades de servicios,94,949
9492,Actividades de asociaciones políticas,S,Otras actividades de servicios,94,949
9499,Actividades de otras asociaciones n.c.p.,S,Otras actividades de servicios,94,949
9511,Mantenimiento y reparación de computadores y de equipo periférico,S,Otras actividades de servicios,95,951
9512,Mantenimiento y reparación de equipos de comunicación,S,Otras actividades de servicios,95,951
9521,Mantenimiento y reparación de aparatos electrónicos de consumo,S,Otras actividades de servicios,95,952
9522,Mantenimiento y reparación de aparatos y equipos domésticos y de jardinería,S,Otras actividades de servicios,95,952
9523,Reparación de calzado y artículos de cuero,S,Otras actividades de servicios,95,952
9524,Reparación de muebles y accesorios para el hogar,S,Otras actividades de servicios,95,952
9529,Mantenimiento y reparación de otros efectos personales y enseres domésticos,S,Otras actividades de servicios,95,952
9601,"Lavado y limpieza, incluso la limpieza en seco, de productos textiles y de piel",S,Otras actividades de servicios,96,960
9602,Peluquería y otros tratamientos de belleza,S,Otras actividades de servicios,96,960
9603,Pompas fúnebres y actividades relacionadas,S,Otras actividades de servicios,96,960
9609,Otras actividades de servicios personales n.c.p.,S,Otras actividades de servicios,96,960
9700,Actividades de los hogares individuales como empleadores de personal doméstico,T,Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bien es y servicios para uso propio,97,970
9810,Actividades no diferenciadas de los hogares individuales como productores de bienes para uso propio,T,Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bien es y servicios para uso propio,98,981
9820,Actividades no diferenciadas de los hogares individuales como productores de servicios para uso propio,T,Actividades de los hogares individuales en calidad de empleadores; actividades no diferenciadas de los hogares individuales como productores de bien es y servicios para uso propio,98,982
9900,Actividades de organizaciones y entidades extraterritoriales,U,Actividades de organizaciones y entidades extraterritoriales,99,990
